split,topology_id,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_drop
train,topology_0045,7.120337587160854,4.383618893594767,-0.3004086241536545,29.06217071169119,29.362579335844845
train,topology_0046,16.42669269796507,7.812008156916949,0.26865030355557756,45.77168050604617,45.50303020249059
train,topology_0047,12.263240834316889,5.218561898596836,0.40643316026953213,35.45753744621642,35.05110428594689
train,topology_0048,10.634644649776078,8.675951573203543,0.19358959026774494,37.688482402680194,37.49489281241245
train,topology_0049,12.774658992082358,8.74380876800316,-1.0375898396796965,40.06397686932878,41.10156670900848
train,topology_0050,15.518169914862503,10.924775582932222,0.17792669648652268,48.805553674876975,48.62762697839045
train,topology_0051,22.50469913437853,10.822734811386688,0.47664733361070016,57.05700127704139,56.58035394343069
train,topology_0052,17.36930049105315,11.778835634731731,-0.265475485959067,54.845755344109044,55.11123083006811
train,topology_0053,8.379054961605906,5.998288932194354,0.2097418363865956,38.03188507055722,37.822143234170625
train,topology_0054,13.569009204478427,8.271409343993636,0.14622731636238134,45.97054139008856,45.82431407372618
train,topology_0055,24.322721376419494,12.964086494009042,0.08977887278647287,61.04434497400701,60.954566101220536
train,topology_0056,12.621521846913573,8.19998176441439,-0.25128360692236495,43.983054956850474,44.23433856377284
train,topology_0057,23.37191923320563,14.787100714486654,0.029875725551454478,64.06518354533725,64.0353078197858
train,topology_0058,15.854807583654779,9.351819904712954,-0.05943919121902262,49.08024452985878,49.1396837210778
train,topology_0059,13.802498514982213,6.681507744373224,0.2826214750718745,37.38626059902209,37.10363912395021
train,topology_0060,13.578631324732768,6.408746245187568,-0.0484266398012157,39.32888977461596,39.37731641441717
train,topology_0061,13.156753377299944,9.330774779359631,0.09192130205131406,43.552596984765465,43.460675682714154
train,topology_0062,14.788341784558563,10.945673007759227,-0.37103275886578746,44.44920318806364,44.82023594692943
train,topology_0063,16.802574004331774,12.284330008517534,-0.42298796094352187,52.568502235197464,52.99149019614099
train,topology_0064,14.153331194703792,8.455968296271461,0.1552901168288206,40.60546851322046,40.450178396391635
train,topology_0065,7.440454322077482,6.053413485211364,0.15065516908047566,31.65145115808489,31.500795989004413
train,topology_0066,17.456936157281355,7.21598883044834,0.5038192340910013,44.06144849546352,43.55762926137252
train,topology_0067,13.772608116726872,6.082817071156145,-0.07267760839895501,38.65245577590547,38.72513338430443
train,topology_0068,19.650164861064148,10.139273915869182,0.20761062476350323,54.9774091767429,54.7697985519794
train,topology_0069,19.362754825857444,8.398243761269578,0.4404269947843896,51.83067342857813,51.39024643379374
